KEY	EN	JA	ZH
"02F2109745A342F6E1CF3DA100824C45"	"How did you get into this situation?"	"どうしてこんな状況に陥ったのですか？"	""
"3FAB1FD6420E0E82582222ABEFA3D982"	"How did you lose your gear?"	"装備をどのように失くされたのですか？"	"你是怎么丢失你的装备的？"
"E7272231473C0E4BD0D789B0ABC516FD"	"How did your chat with Sten go?"	"ステンとの会話はどうでしたか？"	"你与斯坦谈得怎么样？"
"ADB682CB42B519DADC41EA9158CA842A"	"How do you find it in this area, especially with the bandits causing trouble?"	"この地域ではどうですか？特に盗賊が問題を起こしているようですが？"	"你在这片区域感觉如何，尤其是有强盗在肆乱的情况下？"
"5FBE80BD4E3467D5494D289AEA3820E2"	"How do you find working in this area?"	"この地域での仕事はいかがですか？"	"你在这片区域感觉如何？"
"6BB125E442A1D2146D637289133EC85B"	"How do you sustain yourself living by the river?"	"あなたは川沿いで生活して、どのように生活を維持していますか？"	"你靠河边生活是如何维持生计的？"
"98342B734F2B1CB59B8CAD8316C09433"	"How do you sustain yourself now that you've moved closer to the forest?"	"森の近くに移り住んでからは、どのように生活されていますか？"	"现在你搬到森林边上了，你是怎么维持生活的？"
"01E55B294A4408DE8299B39B7ED06338"	"How does it work on a daily basis?"	"日々の仕事はどのように行われていますか？"	"日常工作是什么样的？"
"2136D8F448C0AA14EE67F1B3B9D4128B"	"How does one lose entire bags of fertilizer?"	"どうやって肥料の袋全体を失くすのですか？"	"一个大活人是怎么能把整袋肥料都弄丢的呢？"
"B0BF9486431C713010C394B722012A33"	"How does your work look on a daily basis?"	"あなたの仕事は日々の仕事はどのように見えますか？"	"你的日常工作是什么样的？"
"80F82B9D4730E9B86529D49182B6C5D2"	"How far we are from Bradford?"	"ブラッドフォードまでどれくらいですか？"	"我们距离布拉德福德有多远？"
"196EB49E43A86B4045D4AB82F7329BE3"	"How goes the hunt? Did you deal with them already?"	"狩りは順調ですか？もう対処しましたか？"	"狩猎进展如何？你已经解决它们了吗？"
"3D744F0842E79876500212868C3416FD"	"How has it been in this area, especially with the bandits causing trouble?"	"この地域ではどうですか？特に盗賊が問題を起こしているようですが？"	"这个地区的情况如何，特别是强盗的肆乱？"
"521FA17F48C9FE3F4150238D561582B0"	"How has the election affected your supplies?"	"選挙はあなたの物資にどのような影響を与えましたか？"	"选举对你的供应有什么影响？"
"9DC877E7497B104F48BF9A8C788BFF59"	"How has the scourge affected your work?"	"この災いはあなたの仕事にどのような影響を与えましたか？"	"这场灾难如何影响了你的工作？"
"9EE512E248D2E443B187499868F7AC3E"	"How has the scourge affected your work?"	"この災いはあなたの仕事にどのような影響を与えましたか？"	"这场灾难如何影响了你的工作？"
"C0812DB8465F0E87E00C20A9769843BE"	"How have the harvests been?"	"収穫はどうでしたか？"	"收成如何？"
"F6EA5F2643B16D89A4712F8191A45458"	"How is it, working as a woodsman in this area?"	"この地域で樵として働くのはどうですか？"	"在这一带当伐木工怎么样？"
"702C986A43B901777630C292577D722A"	"How is your search going? I hope those damn boars didn’t cause you problems."	"あなたの捜索はどうですか？あの忌々しい猪があなたに問題を引き起こさなかったことを願っています。"	"你的搜索进行得怎么样？我希望那些该死的野猪没有给你带来麻烦。"
"5DA5B3AB49489447BCF55B8A12322981"	"How long has he been acting that way?"	"彼はどれくらいの間そのように行動していますか？"	"他从什么时候开始这样的？"
"6076839A4C8C71EBECA3A49E8DF6D1F9"	"How long have things been this bad?"	"いつからこんなにひどくなったのですか？"	"事情这么糟有多久了？"
"20431AC44FF7668161372C86EB5C34BA"	"How many attacks have there been so far?"	"これまでの攻撃はいくつですか？"	"到目前为止发生了多少次袭击？"
"24A38AAF4F0F21D621B4C2B634270F13"	"How many do you need?"	"いくつ必要ですか？"	"你需要多少？"
"9DFA0E5848D3DAF98B37DBBF93226134"	"How many people got sick?"	"何人病気になりましたか？"	"有多少人生病了？"
"8AD9A767487C99AA8EE112A12B8C9C8E"	"How much are you willing to pay?"	"いくら払うつもりですか？"	"你愿意支付多少？"
"2913042D488A13A83581189E6EBE8DBB"	"How much do you need?"	"どれくらい必要ですか？"	"你需要多少？"
"CD028F1F44696EF1EE78FE96CB2B2AE4"	"How much does the current situation in the Lowlands affect your work?"	"ローランドの現在の状況はあなたの仕事にどれほど影響を与えていますか？"	"低地的当前情况对你的工作影响有多大？"
"77AAE4E2496E652AB64A289EE3C0CE59"	"How often do you forget about things?"	"あなたはどれくらいの頻度で物事を忘れますか？"	"你多经常忘事？"
"2AC01BD845510FEB9555C1A82E4F6211"	"How often do your transports get in trouble?"	"輸送はどれくらいの頻度で問題に巻き込まれるんだ？"	"你的运输队经常遇到麻烦吗？"
"5E6E191B4FA2BE27CAB761B63565C581"	"How out of hand, exactly!?"	"一体、どれほどひどいことなのですか!?"	"到底事情脱离了多少掌控？！"
"2BF7E7654BEDAE6CDB7D2E94459ACE7D"	"How unique… Well, farwell."	"なんてユニークなんでしょう…それでは、さようなら。"	"多么独特……那么，我告辞了。"
"C507ED4E4C6CE6273D2C16A0966633D9"	"How wonderful, thank you! If you come to me tomorrow, I’ll be happy to pay you for your efforts."	"なんて素晴らしいのでしょう、ありがとう！明日来ていただければ、報酬をお支払いします。"	"多么美好，谢谢你！如果你明天来找我，我愿意为你的努力付酬。"
"EA1FBC0747B55305870023AA9EBA0945"	"How's it been, practicing it in this area?"	"この地域でそれを練習するのはどうでしたか？"	"在这一带练习怎么样？"
"6B7672CF49E84147FDC667BB4071478A"	"How's it been, working in these woods?"	"この森で働くのはどうですか？"	"在这些树林里工作怎么样？"
"7828D8904D882F6C14FA458A5AF600EC"	"How's the caravan?"	"キャラバンはどうですか？"	"商车怎么样了？"
"20404EAD40E138460A96ED9E006C5B18"	"How's the land been treating you this season?"	"この季節、土地はあなたにどうでしたか？"	"这个季节里的农活儿怎么样？"
"DD54A0F740E3C6CD0ABB8E84935A0A25"	"Howe"	"ハウ"	"豪伊"
"C03D00E848A6DAB9E573D380686ECA36"	"However, boars in the Lowlands are really aggressive towards people. They even attempt to enter villages, causing a lot of mess and injuring people who try to scare them away."	"しかし、ローランドのイノシシは人に対して非常に攻撃的です。彼らは村に侵入しようとし、彼らを怖がらせようとする人々を傷つけ、多くの混乱を引き起こします。"	"然而，低地的野猪对人类非常具有攻击性。它们甚至试图进入村庄，制造很多麻烦，并伤害那些试图赶走它们的人。"
"E963793B4E8D86424CB01089BB846EF3"	"However, it's important to understand the gravity of this task. When we spark this rebellion, the stationed garrison will become our enemy. Everyone will be in serious danger."	"しかし、この任務の重大さを理解することが重要です。私たちがこの反乱を起こすと、駐屯軍は私たちの敵になります。誰もが深刻な危険にさらされます。"	"然而，重要的是要了解这项任务的严重性。当我们发动这场叛乱时，驻扎的军队将成为我们的敌人。每个人都将面临严重的危险。"
"AEE904624185DC9D8216E2A8BCFA11A3"	"How’d you know? That Loxley fella has been here a few times recently. Always buzzing around the Elder, which the Elder doesn’t seem especially pleased with."	"どうして知ったのですか？あのロクスリーは最近何度かここに来ています。いつも長老の周りをうろついていて、長老は特に嬉しそうではありません。"	"你怎么知道的？那个洛克西家伙最近来过几次。总是围着长老转，而长老似乎对此并不特别满意。"
"5E3F3ADA454E0AFF4A95EA9DB55F27B7"	"How’re your crafting hands, traveler? I need help with a weapon. Willing to pay, of course."	"旅人よ、お前の鍛冶の腕はどうだ？武器のことで助けが必要なんだ。もちろん、報酬は出すよ。"	""
"6534EFAC49C70821C4258E8E1621D676"	"How’s it goin’? What do ye need?"	"調子はどうですか？何が必要ですか？"	"进展如何？你需要什么？"
"1E34879C4BEB1438E3C3B891248C6381"	"How’s life in Padstow?"	"パドストゥでの生活はどうですか？"	"帕德斯托的生活情况如何？"
"F4DE2F6840BAC9F6B8AD3CA139F855A0"	"How’s our new Haerndeanian doing? Any progress in your search?"	"私たちの新しいハーンディーンの調子はいかがですか？あなたの探求に何か進展はありますか？"	"我们新来的黑恩登人怎么样？你的搜索有什么进展吗？"
"B6B1F60241039535B814AB9364D43BA1"	"How’s the log collecting going?"	"丸太の収集はどうですか？"	"原木收集的怎么样了？"
"763BFB3E4C4D24DBF45E4CBF4F6837CA"	"How’s the preparation for this “trip” going?"	"この「旅」の準備はどうなっている？"	"这次“旅行”的准备工作进展如何？"
"22736AEF44875F9A505F899B1B9EE3FC"	"How’s the preparation going? Did you manage to save him?"	"準備は順調か？彼を救うことはできたのか？"	"准备工作进行得怎么样了？你救了他吗？"
"947A2853421B2255510DDF8331966D0E"	"Hubert"	"ヒューバート"	"休伯特"
"4B06DB8F4AAACB9E85779196DD143E18"	"Huchon"	"ヒューチョン"	"于雄"
"A67D357A48F4B1AE03582D93D99E2E83"	"Hudd"	"ハッド"	"哈德"
"9FB37B504FF75BF510B72CB749DD62EE"	"Hugo"	"ヒューゴ"	"雨果"
"000BD9164111DEAE1F46A983275D7D9C"	"Hungry"	"空腹"	"饥肠辘辘"
"17DE20DE4CE629E68ABCA2AF3FDDDF87"	"Hungry"	"空腹"	"饥肠辘辘"
"3E531CCF46B411D941FA8FB9C64F3814"	"Hunter"	"狩人"	"猎人"
"78F29CE24275953943DD8D98E6AA1C23"	"Hunter"	"狩人"	"猎人"
"FEDEBCC0485C911225005C800A46C5E7"	"Hunter"	"狩人"	"猎人"
"043C285F40AE2C7857225EBDBEDEF703"	"Hunter and Hunted"	"ハンターと獲物"	"猎人和猎物"
"F541172842F98FEDD10AC79B11EAFFE0"	"Hunter and hunted."	"ハンターと獲物"	"猎人与猎物。"
"DC7B44A54C34F4FB6A46F8997BE31ED0"	"Hunter's Lodge"	"ハンター小屋"	"猎人小屋"
"5E5E1181457B18CBFE0820823B48AAAE"	"Hunters Camp"	"狩猟小屋"	"猎人营"
"789666B045F3B179D117D59DD9FD380F"	"Hunters Camp"	"狩猟小屋"	"猎人营"
"9383A8514E9B855FF4772FA9A4878E28"	"Hunters Camp T2"	"ハンターキャンプ T2"	"猎人营 2级"
"58C4BDDA45A5E14ABA15FABF74633BAA"	"Hunting"	"狩猟"	"狩猎"
"64FE640F4498058747DDA081FF43C57F"	"Hunting"	"狩猟"	"狩猎"
"9C14332144E2F3652B424A8963F0A690"	"Hunting"	"狩猟"	"狩猎"
"9F549B7844816582F690AA8204D5C4E3"	"Hunting"	"狩猟"	"狩猎"
"C19056BD43740DF122D0B7AD8B7975DA"	"Hunting"	"狩猟"	"打猎"
"E9BB949F4E68909A8F391F8584001F83"	"Hunting"	"狩猟"	"狩猎"
"8C64C29B4B2EA6C98138C08C00FAD0F8"	"Hunting radius"	"狩猟半径"	"狩猎范围"
"3697BEE8459CDFEDA1F3249FB5D0CBDE"	"Hunting rights, huh? That's a delicate matter. Hope they can sort it out without things getting too heated."	"狩猟権ですか？それはデリケートな問題ですね。あまり熱くならずに解決できることを願っています。"	"狩猎权啊？这是一个微妙的问题，希望他们能解决好，不要让事情升级太快。"
"FA4998D74ADE95E1C8C9EA8197127733"	"Hurry now, that cow of mine ain't doin' too good. Them wolves really did a number on her."	"急いでくれ、私の牛はあまり良くないんだ。あの狼どもは本当にひどいことをしたよ。"	"快一点，我的牛状况不太好。那些狼真是把她弄惨了。"
"5225D9C549233C6FE11851B993586C75"	"Hutch"	"ハッチ"	"哈奇"
"634F6DC247E6019446620FAE11A1A161"	"Hutchin"	"ハッチン"	"哈钦"
"3946C29F4C7EC466CA5E56B0BFFE0CC4"	"Huthwaite"	"ハスウェイト"	"哈思韦特"
"2955815B4189C1358A8830A0918734DF"	"Hysode"	"ヒゾード"	"海索德"
"A6A0C96E445A0A966A351D91569F0214"	"I admit, it was noble of you to help everyone here."	"皆を助けてくれたのは、立派だったと思います。"	"我承认，你能帮助这里的人真得很高尚。"
"5753AD64486F3A6E033D89AE3B59D151"	"I admit, that doesn’t sound good at all. I need to speak with Anna immediately. Thank you traveler for telling me about that."	"確かに、それはまったく良いことではありません。私はすぐにアンナと話す必要があります。そのことを教えてくれてありがとう、旅人。"	"我承认，这听起来一点也不好。我需要立即与安娜交谈。感谢你告诉我这件事，旅行者。"
"9B8AACE74FB077CF53F48FA2EA544B4B"	"I advise you to start a discourse with the Elder, and learn how you can contribute to our village. Then we may be more open to your inquisitive nature."	"長老との対話を始め、どのように村に貢献できるかを学ぶことをお勧めします。そうすれば、私たちはあなたの好奇心に対してよりオープンになるかもしれません。"	"我建议你与长老开始对话，并了解如何为我们的村庄做出贡献。那时，我们可能会更加愿意接受你这种求知欲。"
"145BC19841E6DF0553E7DF87C64DB47C"	"I agree. I just needed to speak with you to make it seem like I tried. I’ll let her know."	"わかりました。私が試したように見せるためにあなたと話す必要があっただけです。私は彼女に知らせます。"	""
"1903CA3E471E834BC35A699A41748B03"	"I agreed to help a fisherman uncover the Padstow Elder's secret method for catching the golden trout. I'm curious what it is."	"パドストーの長老が黄金のマスを釣る秘密の方法を暴くのを手伝うことに同意しました。それが何なのか気になります。"	"我同意帮助一位渔民揭开帕德斯托村长用来捕获金鳟鱼的秘密方法。我很好奇它到底是什么。"
"36ECD3EA4D97B649DACBA58BFC5C26D8"	"I agreed to partake in helping the {QuestGiver} to rebuild the Village Hall. If this idea were successful Padstow’s people would be more eager to stand against Ashborne and his people."	"私は{QuestGiver}が村の集会所を再建するのを手伝うことに同意しました。このアイデアが成功すれば、パドストーの人々はアッシュボーンとその人々に立ち向かうことにより積極的になるでしょう。"	"我同意参与帮助{QuestGiver}重建村公所。如果这个主意成功了，帕斯托人民就会更愿意站起来抵抗阿什伯恩和他的人。"
"DE9DDC02489367C3AA6ACCBA44DD2739"	"I already have everything."	"もうすべて揃っています。"	"我已经把所需要的都弄来了。"
"4B0761CB442BE30730BD8BAF033CD493"	"I also found something interesting.there were several pro-Atwood voters who weren’t able to cast their votes on election day. They had been picked for a so-called “routine inspection” of their business premises, and they couldn’t leave to vote."	"興味深いことも発見しました。選挙日に投票できなかったアトウッド支持者が何人かいました。彼らは、彼らの事業所のいわゆる「定期検査」のために選ばれており、投票に行くことができませんでした。"	"我还发现了一些有趣的事情，有几位支持阿特伍德的选民在选举日无法投票。他们被选中进行所谓的对他们营业场所的“例行检查”，他们因此不能离开投票。"
"591368E341A58C6E14907DAD699DB2BB"	"I also need a flask for mixing. You can get one from an associate of mine in Blackridgepool, Marlin Fulke; I’ll reimburse you."	"私はまた、混合用のフラスコも必要です。あなたはブラックリッジプールにいる私の仲間、マーリン・フルケからそれを入手できます。私はあなたに払い戻します。"	"我还需要一个用来搅拌的烧瓶。你可以从我一个名叫马林·弗尔克的黑岭泊伙伴那里弄一个来；我会补偿你的。"
"46C1C71840E56437612CB9A6A8EAA36F"	"I also need a small backpack. It’s odd, I’ve been losing my equipment a lot lately."	"小さなバックパックも必要です。奇妙なことに、私は最近自分の装備をたくさん失っています。"	"我还需要一个小的背包。很奇怪，我最近经常丢东西。"
"73EA83C34D28B4C9C586608FAEC6B6DF"	"I also need a small backpack. It’s odd, I’ve been losing my equipment a lot lately."	"小さなバックパックも必要です。奇妙なことに、私は最近自分の装備をたくさん失っています。"	"我还需要一个小的背包。很奇怪，我最近经常丢东西。"
"6EB523544F9B43D6F66E38A45622D799"	"I am a master of commerce first and foremost, my friend. I will accept a sale from anyone; a friend, a foe, a stranger, a talking cat. Gold is gold."	"私はまず何よりも商業の達人です、私の友人。私は誰からでも販売を受け付けます。友人、敵、見知らぬ人、しゃべる猫。金は金です。"	"朋友，我首先是一个商业大师。我会接受任何人的买卖；无论是朋友、敌人、陌生人，还是会说话的猫。能赚钱就行。"
"0B7B12E8495C01FD85C6FAA2C1D12ACF"	"I am here if you need to talk."	"お話しが必要なときは、いつでもお越しください。"	"如果你需要交谈，我随时奉陪。"
"BAF394FC4F7AFE496E16EB9D01699CFD"	"I am no enemy, I'm trying to hide from the Royal Bastards, that bandit group. That’s all."	"私は敵ではありません、私は盗賊団のロイヤル・バスターズから隠れています。それだけです。"	"我不是敌人，我躲避的是皇家杂种，那个土匪团伙。就这样。"
"56A199164567050EB16F79AEDEB77856"	"I am no stranger, you said you saw me in your dreams right?"	"私は見知らぬ者ではありません。あなたは夢の中で私を見たと言いましたよね？"	"我不是陌生人，你说过在梦里见过我对吧？"
"8FFEB0F5449BB191E8974FAF4FDDD688"	"I am not an advocate of violence, but you did what you had to for the sake of the village."	"私は暴力を支持する者ではありませんが、あなたは村のためにしなければならないことをしました。"	"我不主张暴力，但你为了村子的利益不得已而为之。"
"1AD214E04F3201D441DFCB9458009A23"	"I am pretty amazing, you’re right. You can join us, just keep out of trouble, and obey my orders at all times."	"私はとても素晴らしい、あなたは正しい。あなたは私たちに加わることができます、ただ問題を起こさず、常に私の命令に従ってください。"	"我确实很厉害，你说的没错。你可以加入我们，但不要惹麻烦，并且始终服从我的命令。"
"0D5ED58F44C2BBD3B485989833B8D5B6"	"I am the caretaker of this belltower, entrusted with its maintenance and protection. My duty has been to ensure that the bell atop this tower serves its purpose: to warn the people of Northern Descent and neighboring villages of impending danger.<cf><cf>For years, I have stood watch over this land from the heights of this tower. It has been my responsibility to keep the bell in working order, ready to ring out its warning at the first sign of trouble. But now, as I pen these words, the tower lies in ruins around me, a testament to the passage of time and the neglect of our once-vigilant community.<cf><cf>I write this note in the hopes that someone will stumble upon it and learn from our mistakes. Our failure to maintain this belltower has left us vulnerable to the dangers that now threaten to engulf us. I can only pray that whoever finds this note will take up the mantle of responsibility and restore this tower to its former glory.<cf><cf>May this belltower once again serve as a beacon of warning, guiding the people of The Lowlands through the storms that lie ahead."	"私はこの鐘楼の管理人で、その維持と保護を任されています。私の義務は、この塔の頂上にある鐘がその目的を果たすことを確実にすることでした。それは、北方の出身者と近隣の村人に差し迫った危険を警告することです。<cf><cf>何年もの間、私はこの塔の高さからこの土地を見守ってきました。鐘を正常に機能させ、問題の最初の兆候で警告を鳴らす準備をすることが私の責任でした。しかし今、私がこれらの言葉を書き留めているとき、塔は私の周りに廃墟として横たわっています。それは時間の経過と、かつて警戒していた私たちのコミュニティの怠慢の証です。<cf><cf>私は、誰かがこのメモに出くわして私たちの間違いから学ぶことを期待してこのメモを書いています。この鐘楼を維持できなかったために、私たちは今や私たちを飲み込もうと脅かす危険にさらされています。私は、このメモを見つけた人が責任の重荷を負い、この塔をかつての栄光に回復してくれることを祈るだけです。<cf><cf>この鐘楼が再び警告の灯台として機能し、ローランドの人々を待ち受ける嵐を乗り越えるための道しるべとなることを願っています。"	"我是这座钟楼的看守人，负责它的维护和保护。我的职责是确保这座塔顶的钟发挥作用：警告北方后裔和邻近村庄的人们即将到来的危险。<cf><cf>多年来，我从这座塔的高处守望着这片土地。我的责任是让钟保持工作状态，以便在出现第一个麻烦迹象时发出警告。但现在，当我写下这些文字时，这座塔在我周围变成了废墟，证明了时间的流逝和我们曾经警惕的村子的疏忽。<cf><cf>我写下这张纸条，希望有人能偶然发现它并从我们的错误中吸取教训。我们未能维护这座钟楼，使我们容易受到现在威胁要吞噬我们的危险。我只能祈祷，无论谁找到这张纸条，都会承担起责任，恢复这座塔昔日的辉煌。<cf><cf>愿这座钟楼再次成为警示灯塔，指引低地人民度过未来的风暴。"
"D973F944428A2C0543D5DBAE40637EF9"	"I am young and strong no longer, my back is tired of carrying this much responsibility."	"私はもう若くも強くもない、この重い責任を背負うのは私の背中に堪える。"	"我不再年轻力壮，我的背已经无法再承担这么大的责任。"
"7486A9114A6D31B0C1A1F3A4619D924A"	"I am, what can I do for you?"	"はい、何かお手伝いしましょうか？"	"我是，我能为你做什么？"
"ECEA17C9474A1DC8FDE28A89E9536D2E"	"I apologize for being blunt, but you’re wasting your time. Earn our trust, and we may be more receptive to your offer."	"率直に言って申し訳ないが、お前は時間を無駄にしている。俺たちの信頼を得ろ。そうすれば、お前の申し出にもっと耳を傾けるかもしれない。"	"抱歉，我说话可能有点儿直接，但你现在只是在浪费时间而已。先赢得我们的信任，我们才会对你的提议更愿意接受。"
"B096FB5D420074341B3C44B376168B57"	"I apologize if I seem distracted. It's just that… My heart is heavy with grief."	"私が気が散っているように見えるなら謝罪します。それはただ…私の心は悲しみで重いです。"	"如果我看起来心不在焉，我道歉。只是……我的心很沉痛。"
"D65706C747499AC8D6A53AAC94842123"	"I applaud your bravery, but first, we need a Belltower in Farnworth. It will be essential to help defend the village and spot the Brigands from afar."	"あなたの勇気は称賛に値しますが、まず、ファーンスワースに鐘楼が必要です。村の防衛と遠くから強盗団を発見するのに不可欠です。"	"我赞赏你的勇敢，但首先，我们需要在法恩沃斯建造一座钟楼。这对于帮助保卫村庄和从远处发现强盗至关重要。"
"7DB5EE784CC10CB4D0A5BA8959BBF86C"	"I appreciate it."	"感謝する。"	"我感激不尽。"
"545272CB4DD3A11A867E7982D71D3B39"	"I appreciate that. Hopefully we’ll speak soon."	"それはありがたいです。またお会いできることを願っています。"	"我理解。希望我们很快就能再谈谈。"
"7666C0E4403C164038DC0983579A2EBA"	"I appreciate the concern, but I've had enough of being pushed around. It's time to stand my ground. Thank you for your help."	"ご心配ありがとうございます。しかし、私はもう振り回されるのはうんざりです。自分の立場を守る時が来ました。あなたの助けに感謝します。"	"谢谢你的关心，但我已经受够了被推来搡去的生活了。是时候坚定自己的立场了。谢谢你的帮助。"
"89BCEACD458BF6C33E42B59EA860080E"	"I appreciate the offer. If you’re willing, then we’re happy to have you."	"申し出はありがたい。もしよろしければ、喜んでお迎えします。"	"我感谢你的提议。如果你愿意，我们很乐意收留你。"
"846523FB47B9E131B8B890A4105146E6"	"I appreciate your concern. We need to build a new well, but we're short on shovels for digging. This task is more crucial than any hunt I've been on."	"あなたの懸念に感謝します。新しい井戸を掘る必要がありますが、掘るためのシャベルが不足しています。このタスクは私が行ったどの狩りよりも重要です。"	"我感谢你的关心。我们需要建造一口新井，但我们缺少用于挖掘的铲子。这项任务比我参加过的任何狩猎都更加重要。"
"977EA66A46529405A1E50394CAE5C6E9"	"I appreciate your concern. We need to build a new well, but we're short on shovels for digging. This task is more crucial than any hunt I've been on."	"あなたの懸念に感謝します。新しい井戸を掘る必要がありますが、掘るためのシャベルが不足しています。このタスクは私が行ったどの狩りよりも重要です。"	"我感谢你的关心。我们需要建造一口新井，但我们缺少用于挖掘的铲子。这项任务比我参加过的任何狩猎都更加重要。"
"7C15C5894D4B172AE8B8C8A65032E2A9"	"I appreciate your efforts to bring us this."	"これを届けてくれてありがとう。"	"感谢你为我们带来这些东西。"
"EA114E304A04517F08A274B6836917E3"	"I appreciate your help. This Golden Trout, it’s been my obsession for the longest time. Catching it… it would be the crowning achievement of my life as a fisherman."	"あなたの助けに感謝します。この黄金のマスは、長い間私の執着でした。それを捕まえることは…漁師としての私の人生の最高の成果となるでしょう。"	"我感谢你的帮助。这条金色鳟鱼，是我朝思暮想的东西。钓到它……将是我作为一名渔民所取得的最高成就。"
"58CECAB94B0FE8BA50A0DA9D5630DC6E"	"I appreciate your willingness to convey knowledge in its original form, but could you please just tell me plainly?"	"私はあなたが知識を元の形で伝えようとしてくれることを感謝しますが、あなたは私に率直に教えてもらえますか？"	"感谢你愿意以原始形式传授知识，但你能否直接用通俗易懂的话告诉我呢？"
"2B5D70E0447DE4FA7CF61E95EDAE6F99"	"I asked them about who they were, and they didn’t take very kindly to it."	"私は彼らに誰が彼らなのか尋ねましたが、彼らはあまり親切ではありませんでした。"	"我问他们是谁，然后他们就被惹恼了。"
"F3A03E1F4C6958D0D37350AED8267533"	"I assume he’s the most protected man in the Lowlands. Going after him sounds like a suicide mission."	"私は彼がローランドで最も保護されている男だと推測します。彼を追いかけるのは自殺行為のようなものです。"	"我想他是低地最受保护的人。追捕他听起来像自杀任务。"
"C86BE566488DA4C9D78123A5A5645FCB"	"I assume you’ve spoken to the Elder? He would be quite upset if I started dishing out information about Haerndean to a stranger without his knowledge!"	"あなたは長老と話したと思いますか？彼が私の知識なしにハーディーンに関する情報をよそ者に提供し始めたら、彼はかなり腹を立てるでしょう！"	"我想你已经和长老谈过了吧？如果没有他的同意我就开始向一个陌生人透露有关黑恩登的信息，他一定会非常不高兴的！"
"5B500E7C4DCF78C3250447911C75051B"	"I barely know who you are, and you’re asking for my help? Build some trust first."	"私はあなたのことをほとんど知りませんが、あなたは私の助けを求めていますか？まず信頼を築きましょう。"	"我几乎不认识你，你就找我帮忙？先建立些信任吧。"
"6DBB7C44498DB0D39B87D6AA98BDF59A"	"I believe I can arrange that. Go to the docks, and it will be ready for you soon."	"私はそれを手配できると思います。ドックに行けば、すぐに準備が整います。"	"我相信我可以安排。到码头去，很快就会为你准备好。"
"8A0BBB6A409A4E0596A562BDBED8ED5A"	"I believe our transport might have been intercepted by the Brigands or the Red Thorns. I need you to follow the path the smugglers took, and see if you can find any clues."	"私たちの輸送が強盗かレッドソーンに傍受されたのではないかと思います。密輸業者が通った道をたどって、手がかりを見つけられるかどうかを確認する必要があります。"	"我相信我们的运输可能被强盗或赤荆棘者拦截了。我需要你沿着走私者的路线去探查，看看是否能找到任何线索。"
"EA1F58DD4FD9006ACBC519BC7CC1F4BA"	"I believe the election ran very smoothly, don’t you?"	"選挙は非常にスムーズに運営されたと思いますか？"	"我认为选举进行得非常顺利，你不这么认为吗？"
"BD7DAD7D49962B76A35312B0CCC0DC8B"	"I believe there were some problems with the trip."	"旅行にいくつかの問題があったと思います。"	"我相信这次旅行出现了一些问题。"
"CC783BF54BFA9C638EF926BA5DA49FEB"	"I believe they may have already gotten away with it in Bradford. Hans Atwood was the clear favorite according to everyone in that village, but he somehow lost."	"彼らはすでにブラッドフォードでそれをやり遂げた可能性があると私は信じています。ハンス・アトウッドはあの村の誰もが認めるお気に入りでしたが、彼はどういうわけか負けました。"	"恐怕他们在布拉德福德就已经得逞了。根据村里所有人的说法，汉斯·阿特伍德明显是热门人选，但结果他竟然输了。"
"571881704D36358090D7ECAA7FE4A1F3"	"I believe you've a great future!"	"あなたには素晴らしい未来があると思います！"	"我相信你有着光明的未来！"
"C2E8D32644390D134948B5A6CBCC3AEB"	"I believe you’re an intelligent person, and someone I can work with in the future. It would be a shame if you did something to change that opinion."	"あなたは知的な人で、将来一緒に仕事ができる人だと思います。あなたがその意見を変えるようなことをしたら残念です。"	"我相信你是一个聪明人，是我未来可以合作的对象。如果你做了一些改变我这种想法的事，那可就太遗憾了。"
"B04B663242F8DF226FE51B8F54AE3945"	"I brought some items you asked for"	"あなたが求めたアイテムをいくつか持ってきました"	"我带来了你要的一些物品"
"DAE2094D4332D6E3D4831995BE72616C"	"I brought some of the swords you requested."	"貴方が要求した剣をいくつか持ってきました。"	"我带来了你要的一些剑。"
"3D8C4C894B061EA18E6258817E5A78FE"	"I brought some stuff you asked for"	"あなたが頼んだものをいくつか持ってきました"	"我带来了你要的一些物品"
"6676A62849BC72E0ECA8FC8254677411"	"I brought some stuff you asked for"	"あなたが頼んだものをいくつか持ってきました"	"我带来了你要的一些物品"
"B50F93A84F0FAB12C6C6869A0C17B313"	"I brought those stuff you asked for"	"あなたが頼んだものをいくつか持ってきました"	"我带来了你要的东西"
"84C26E3849AE366E0E8A6DB637B08DAC"	"I came here to take the tools Robin Ebbot from Blackridgepool ordered."	"私はブラックリッジプールからロビン・エボットが注文した道具を取りに来ました。"	"我来这里取罗宾·埃伯特从黑岭泊定的工具。"
"D726D1264CB9467A2C2DD888671B80BF"	"I came seeking allies, not enemies. But I respect your decision."	"私は同盟者を探しに来たのであって、敵を探しに来たのではない。しかし、あなたの決断を尊重します。"	"我来寻求盟友，而不是敌人。但我会尊重你的决定。"
"6CF420FD43C651FD6F28F0814137DBC3"	"I came too late, they were killed by wolves. I only found the Brigands that tried to loot their bodies but I took care of them."	"私は遅れて到着し、彼らは狼に殺されていました。私は彼らの遺体を略奪しようとした強盗団だけを見つけましたが、私は彼らを始末しました。"	"我来得太晚了，他们都被狼杀死了。我只找到了试图掠夺他们尸体的强盗，但我把他们赶走了。"
