KEY	EN	JA	ZH
"458438F34666A16C223BCC81C29E487D"	"Always, what do you need?"	"언제나 환영입니다. 무엇이 필요하신가요?"	"随时乐意帮忙，你需要什么帮助？"
"071497A644D39AE0A0034BB1718C8D22"	"Amanita"	"아마니타"	"阿玛尼塔"
"6C6AEA5F4D3668BC0DC022A1CADC1F74"	"Amanita"	"아마니타"	"阿玛尼塔"
"EB7ED01D4C59943CE1BD4DB55DEC38E7"	"Ambition got the best of me. During a competition for the title of the best blacksmith in the village, tried to sabotage another competitor."	"야심에 굴복했습니다. 마을 최고 대장장이 자리를 두고 경쟁을 벌였을 때, 다른 경쟁자를 방해하려고 했습니다."	"野心让我上头了。在争夺村里最佳铁匠的比赛中，我试图诋毁另一个竞争者。"
"69E6782E4DDA34B1E6CD8DB78DEEC2B4"	"Amelia"	"아멜리아"	"阿米莉亚"
"B4503C7F4A720E1D3C123789D91DD19A"	"Amelie"	"아멜리"	"艾梅莉"
"436F31934C34266F9668C6A26A6E5587"	"Amelie has given me advice on what I should do next. Focusing solely on searching for answers is not the best idea. I need to make a bigger base of operations, hire some people, earn coins, and get some contacts in the Lowlands."	"아멜리가 앞으로 무엇을 해야 할지 조언을 해주었어요. 답을 찾는 데만 집중하는 건 최선의 방법이 아니에요. 더 큰 거점을 마련하고, 사람을 고용하고, 돈을 벌고, 저지대에서 인맥을 쌓아야 해요."	"艾梅莉给了我下一步该做什么的建议。单单只寻找答案并非上策。我需要建立一个更大的作战基地，雇佣一些人手，赚取金币，在低地结交一些人。"
"FED1AF4B42238297838306942B911225"	"Amelie has given me advice on what I should do next. Focusing solely on searching for answers is not the best idea. I need to make a bigger base of operations, hire some people, earn coins, and get some contacts in the Lowlands."	"아멜리가 앞으로 무엇을 해야 할지 조언을 해주었어요. 답을 찾는 데만 집중하는 건 최선의 방법이 아니에요. 더 큰 거점을 마련하고, 사람을 고용하고, 돈을 벌고, 저지대에서 인맥을 쌓아야 해요."	"艾梅莉给了我下一步该做什么的建议。单单只寻找答案并非上策。我需要建立一个更大的作战基地，雇佣一些人手，赚取金币，在低地结交一些人。"
"5377BD834B8044CAEC43CCAA952A942A"	"Amelie said you had information for me. Let’s make it quick."	"아멜리가 제게 정보가 있다고 했어요. 간단히 말씀해주세요."	"艾梅莉说你有消息给我。快说。"
"E99B7F444D3BD971F7988F8995A1B062"	"Amelie sold me on a plan to sow distrust among the Brigands by placing a stolen token from one of them in their secret stash. Even if this does not spark a new rebellion, we could have some fun watching them turn on each other."	"아멜리는 산적들 중 한 명에게서 훔친 토큰을 그들의 비밀 창고에 넣어서 그들 사이에 불신을 심어보자고 제안했습니다. 이것으로 새로운 반란이 일어나지 않더라도, 그들이 서로를 공격하는 것을 보면 재미있을 겁니다."	"我同意了艾梅莉的计划，通过偷来强盗其中之一的信物并把它放在他们的秘密藏匿处来离间对方。即使这不会引发新的叛乱，我们也可以看着他们窝里横，找些乐子。"
"F9C866FD4E11CBF6F9CAEEAAF8BB9665"	"Amelie told me that Padstow’s Elder is in need of help. I should speak with him."	"아멜리가 패드스토우의 장로가 도움이 필요하다고 말씀하셨어요. 그분과 이야기해야겠어요."	"艾梅莉告诉我，帕德斯托的长者需要帮助。我应该去和他说话。"
"DD9382654F9451622F7473A1B8D68C93"	"Amelie was right about you, you really love to talk."	"아멜리는 당신에 대해 옳았어요. 정말 수다를 좋아하시네요."	"艾梅莉说得对，你真的很喜欢说话。"
"BF01CFB047A589DC060E9F9C6AFA7290"	"Amelie? What about her?"	"아멜리? 그녀에 대해 뭔가요?"	"艾梅莉？她怎么了？"
"4A6A77224CCCDDAA52C7B2B5FA7D56EA"	"Ammo"	"탄약"	"弹药"
"D4D4C0E94953AD3F916056B45C44B630"	"Amount"	"수량"	"数量"
"91BF12BD447690E82D1420BE5670E85C"	"An ancient ruin? That's quite the find."	"고대 유적이요? 정말 대단한 발견이군요."	"一个古老的废墟？那真是个不小的发现。"
"0805A27F4DA9E5C0545A7CB4B06484FC"	"An axe crudely made from a shaped chunk of iron. Used as a tool for woodcutting, but can also be used for combat."	"철 덩어리를 깎아 만든 조잡한 도끼입니다. 나무를 자르는 도구로 사용하지만 전투에도 사용할 수 있습니다."	"由粗糙的铁块制成的一把斧头。用作伐木工具，但也可以用于战斗。"
"D94741E54558F8B78CAFB9B6DAB0DC57"	"Ancient Legacy"	"고대 유산"	"古代遗产"
"BD9C571B475AAE28732DF4934B10112D"	"Ancient Legacy - Blackridgepool"	"고대 유산 - 블랙릿지풀"	"古老的遗产 - 黑岭泊"
"C09862AB426D5CC75E1003A641C90238"	"Ancient Legacy - Blackridgepool"	"고대 유산 - 블랙릿지풀"	"古老的遗产 - 黑岭泊"
"CA03FD79410D80A66BA2DC85C049A712"	"Ancient Legacy - Blackridgepool"	"고대 유산 - 블랙릿지풀"	"古老的遗产 - 黑岭泊"
"006F3B7B482683DA0782BC8C2C37BF06"	"Ancient Legacy - Blackridgepool."	"고대 유산 - 블랙릿지풀"	"古老的遗产 - 黑岭泊."
"3B2E4FAB49BF95B4D9E9E7B3E0839766"	"Ancient Legacy - Crasmere"	"고대 유산 - 크래스미어"	"古老的遗产 - 克拉斯米尔"
"844462C64F8E2FE7E680679190E6B772"	"Ancient Legacy - Crasmere"	"고대 유산 - 크래스미어"	"古老的遗产 - 克拉斯米尔"
"E65D90C74C77808330CABBA2832EEF78"	"Ancient Legacy - Crasmere"	"고대 유산 - 크래스미어"	"古老的遗产 - 克拉斯米尔"
"4BE810174F7C43DB2F843AA7B6D574F8"	"Ancient Legacy - Crasmere."	"고대 유산 - 크래스미어"	"古老的遗产 - 克拉斯米尔."
"4232C10342EDB9CDD09441811BC69B1E"	"Ancient Legacy - Farnworth"	"고대 유산 - 파른워스"	"古老的遗产 - 法恩沃斯"
"95258C1D4E3D7D0362936A8D6CCB9F40"	"Ancient Legacy - Farnworth"	"고대 유산 - 파른워스"	"古老的遗产 - 法恩沃斯"
"D6984832493A57C71FBA9CAE0947D3EC"	"Ancient Legacy - Farnworth"	"고대 유산 - 파른워스"	"古老的遗产 - 法恩沃斯"
"D14401E6485A814915CB6C8B6364417B"	"Ancient Legacy - Farnworth."	"고대 유산 - 파른워스"	"古老的遗产 - 法恩沃斯."
"286F45A34721CD5935FBF3B7CB7043A2"	"Ancient Legacy - Horndean"	"고대 유산 - 호른딘"	"古老的遗产 - 霍恩顿"
"373E768841376B8D757096B084444711"	"Ancient Legacy - Horndean"	"고대 유산 - 호른딘"	"古老的遗产 - 霍恩顿"
"E97FC86E4614DA4C7631F29C926153AB"	"Ancient Legacy - Horndean"	"고대 유산 - 호른딘"	"古老的遗产 - 霍恩顿"
"8970DD394C8AF8048E4CC0996DD62F5D"	"Ancient Legacy - Horndean."	"고대 유산 - 호른딘"	"古老的遗产 - 霍恩顿"
"B8099B644D3DD469EF5589B4E30D2D62"	"Ancient Legacy - Padstow"	"고대 유산 - 패드스토우"	"古老的遗产 - 帕德斯托"
"E93E562948ABBB57A75595B04EA752BC"	"Ancient Legacy - Padstow"	"고대 유산 - 패드스토우"	"古老的遗产 - 帕德斯托"
"F06532DE4225AA00A2C196911C80D4DC"	"Ancient Legacy - Padstow"	"고대 유산 - 패드스토우"	"古老的遗产 - 帕德斯托"
"E5CD88D34CA690104295D0A952102E01"	"Ancient shrines, you say? Sounds like something worth learning about. Where should I start?"	"고대 신전이라니요? 알아볼 만한 가치가 있을 것 같네요. 어디서부터 시작해야 할까요?"	"你说古代神龛？听起来值得了解一下。我应该从哪里开始？"
"DAEB186B430E1AF2FEA4DF87DE6D8EB7"	"And Farnworth's honors Devannos, a warrior deity."	"그리고 파른워스는 전사 신인 데바노스를 숭배합니다."	"法恩沃斯尊崇德瓦诺斯，一位战神。"
"3C4F17F84890017716F2DCB03DF3B9DA"	"And Gods forbid we miss our quota. The punishment would be worse than the terrible working conditions!"	"그리고 신이시여, 우리가 할당량을 못 채우면 안 됩니다. 처벌이 지금의 끔찍한 근무 조건보다 더 나쁠 겁니다!"	"万一我们没交上我们的配额。惩罚将比可怕的工作条件更糟！"
"4FF26C7F4F04B41E0290E3A9141E475F"	"And I assume you don’t know who these Brigands were, or where I can find them?"	"그리고 저는 당신이 그 산적들이 누구인지, 어디서 찾을 수 있는지 모른다고 생각하죠?"	"而我猜你并不知道这些强盗是谁，或者我在哪里可以找到他们？"
"608D32B047A2A924AD90BEB8B13AC0E0"	"And I don’t want to travel to another village at the moment. Things are tense out there, I wouldn’t feel safe."	"그리고 저는 지금 다른 마을로 여행하고 싶지 않습니다. 거기는 긴장이 감돕니다. 저는 안전하지 않다고 느낄 겁니다."	"而且我目前不想去别的村庄。外面的局势很紧张，我会感觉不安全。"
"2803F45240E2958CBA2752968C9C4DE3"	"And I expect the grain. Give it up now, or we’ll stop being so nice."	"그리고 곡물을 내놓으세요. 지금 바로 내놓으세요. 그렇지 않으면 우리는 더 이상 친절하지 않을 겁니다."	"我需要粮食。现在交出来，否则我们就不会这么客气了。"
"ACFEB9C54CD3085AF5E628BFCC4D38F2"	"And I happen to know where they keep their secret stash, where they hide loot from their leaders. Place the token in there, and let the accusations fly."	"그리고 우연히도 그들이 비밀 보관소를 어디에 두고 있는지 알고 있습니다. 그곳에 토큰을 넣어서 그들에게 비난을 퍼부으세요."	"碰巧我知道他们的秘密藏匿处在哪里，他们背着他们的头儿把抢来的战利品藏在那里。把信物放在那里，然后等待好戏开演。"
"326BD7F644C8414A29C4E19B11985464"	"And I need you to shut up and give me the bag."	"그리고 입 닥치고 그 가방을 주세요."	"我需要你闭嘴，把袋子给我。"
"A0220BEF483F8B7B91ECC0BC8DC09AA2"	"And I want you to know, I try to take care of those who cooperate with me. So if I can help you in any way, just ask."	"그리고 제가 협조하는 사람들을 돌보려고 노력한다는 걸 알아두셨으면 합니다. 그러니 제가 도와드릴 수 있는 게 있으면 말씀해 주세요."	"我想让你知道，我尽力照顾与我合作的人。所以如果你有什么需要，尽管开口。"
"9AF5275E4FD16C59FD172EBA6F646C7F"	"And I’ll admit, she is a little naive, bless her. But her heart’s in the right place, and that’s what people care about right now."	"그리고 인정하자면, 그녀는 약간 순진해. 하지만 그녀의 마음은 옳은 곳에 있어. 그리고 지금 사람들이 가장 중요하게 여기는 것도 바로 그것이야."	"而且我承认，她有点天真，上帝保佑她。但她是出于好的目的，这也是现在人们关心的。"
"0F0036704BD72F7465B6779389C67225"	"And I’ll kill whoever I want! <Fight>"	"그리고 제가 원하는 사람은 누구든 죽일 거야! <전투>"	"我想杀谁就杀谁！<战斗>"
"5DA1DF1B46CA69196CC1D382FF0C8032"	"And I’m guessing you couldn’t agree on that little issue."	"그리고 그 사소한 문제에 대해서는 의견이 맞지 않았던 것 같네요."	"我猜你们在那个小问题上无法达成一致。"
"C23E133B49BEEDD7417D50ADB2323404"	"And I’m not interested in working with a humorless donkey, but I don’t have any other options, unfortunately."	"저는 유머 감각이 없는 사람과는 일하고 싶지 않지만, 안타깝게도 다른 선택지가 없습니다."	"我对和一个没有幽默感的蠢驴合作不感兴趣，但不幸的是我没有其他选择。"
"329BEC9F4C93ADCACEFF68B25254BD15"	"And Thiana… Thiana got killed in the chaos. By Loxley’s sword."	"그리고 티아나… 티아나는 혼란 속에서 죽었어요. 록슬리의 검에 맞아서요."	"还有蒂安娜……蒂安娜在骚乱中被杀害了。死于洛克西的剑之下。"
"D7CEF79D47C52E7CD913C6B324891385"	"And as we face more challenges in the future, I believe compromise and cooperation is vital. As much as we may want to vilify Lord Ashbourne, he is the best chance we have of overcoming our obstacles."	"그리고 앞으로 더 많은 도전에 직면하게 되면 타협과 협력이 중요하다고 믿습니다. 우리가 아무리 애쉬본 경을 비난하고 싶어도 그는 우리가 장애물을 극복할 수 있는 최고의 기회입니다."	"随着我们在未来面临更多挑战，我相信妥协与合作至关重要。尽管我们可能想要抨击阿什伯恩领主，但他是我们克服障碍的最佳机会。"
"0153591C4BEFF647BB6F90895730B292"	"And be careful, the boars are vicious."	"그리고 조심하세요. 멧돼지는 사납습니다."	"小心点，野猪很凶猛。"
"EB1C6F164984F91B83E9F6956205B6A0"	"And before you ask yes he is, or was, a boar. He was my pet, I kept it a secret. If the village had known I was protecting a full-grown boar, a source of food, it would’ve been disastrous."	"그리고 물어보시기 전에 말씀드리자면, 그렇습니다. 그는 멧돼지였습니다. 제 애완이었는데, 비밀로 키웠습니다. 마을 사람들이 제가 성체 멧돼지를 보호하고 있다는 것을 알았다면, 재앙이 났을 겁니다."	"在你问之前，是的，他是一头野猪，或者曾经是一头野猪。他是我养的宠物，我把它藏起来了。如果村里人知道我在保护一头成年野猪，一个食物来源，那就完蛋了。"
"8CF97D464D3BD8157D5EFA93E8CB1723"	"And believe me, the emigration process is worse than torture."	"그리고 저를 믿으세요. 이민 절차는 고문보다 더 끔찍합니다."	"相信我，移居的过程比酷刑还糟糕。"
"5ABB0A2442B3AFAC4E4783B59AF4884B"	"And by the Gods, be careful when showing off that sigil. You might run into someone willing to kill to protect its secrets…"	"그리고 신께 맹세합니다. 그 문장을 보여줄 때는 조심하세요. 그 비밀을 지키기 위해 죽일 각오가 된 사람을 만날 수도 있으니까요…"	"拜托，别让别人看见这个印记。你可能会遇到愿意为保护它的秘密而来的杀手..."
"AFD4572E47DBF80EFAD30D854DCB7037"	"And defying that rule is more than my job here is worth. Speak to him first."	"그리고 그 규칙을 어기는 건 제 직업보다 더 중요한 일이에요. 먼저 그분께 말씀드리세요."	"违抗这条规则的风险太高了,我可不想丢了工作。先去和他说话。"
"89D886054AC4C7ECAA637E94AEA01D6E"	"And don’t forget their tusk I beg you!"	"그리고 그들의 엄니를 잊지 마세요, 제발!"	"别忘了他们的獠牙，我求求你！"
"F1FD705641B3C0FA93E96EB3D77C0987"	"And don’t forget their tusk I beg you!"	"그리고 그들의 엄니를 잊지 마세요, 제발!"	"别忘了他们的獠牙，我求求你！"
"9ABB278545CF55DE6A2117A872A4EE67"	"And even the air tastes sweeter… but still we need to be careful. The brigands will not forget. They will yearn to reclaim what was stripped from them."	"그리고 공기조차 더 달콤해졌습니다… 하지만 여전히 조심해야 합니다. 산적들은 잊지 않을 것입니다. 그들은 그들에게서 빼앗긴 것을 되찾으려고 할 것입니다."	"甚至空气都闻起来更香甜了……但我们仍然需要小心。强盗们不会忘记。他们将渴望夺回被剥夺的东西。"
"6B493AF5405462AEB967FFA6901892FA"	"And everything went smoothly, the trader gave me the bag and he said he would contact you later."	"그리고 모든 것이 순조롭게 진행되었습니다. 상인이 제게 가방을 주었고 나중에 연락하겠다고 말했습니다."	"一切都进展顺利，商人给了我这个袋子，他说他稍后会联系你。"
"C4276FE54AA21611C3FE40A308BE004C"	"And feathers, they're not just for arrows; they can add flair to hats or be used in bedding for a soft night's sleep."	"그리고 깃털은 화살에만 사용되는 것이 아닙니다. 모자에 멋을 더하거나 부드러운 밤의 수면을 위한 침구로 사용할 수 있습니다."	"还有羽毛，它们不仅仅是用来做箭的；它们可以为帽子增添光彩，或用于床上用品，让你在柔软的被褥上睡眠。"
"CE32A2C5424BD280AB4C9E9F4D1A82DA"	"And feathers? Best for fletching arrows or stuffing for your bedding."	"그리고 깃털? 화살을 날개 달거나 침구에 넣는 데 가장 좋습니다."	"还有羽毛？最适合箭羽或填充你的被褥。"
"190BD81F43964BA96A8702B4FCAEBDC6"	"And feel free to take one more."	"그리고 하나 더 가져가세요."	"可以随意再拿一个。"
"1CC6201044494E2C374A2F94008528D1"	"And for someone who wasn't born here, like myself, it's a way to show my unwavering commitment to our community's values!"	"그리고 저처럼 여기서 태어나지 않은 사람에게는, 우리 마을의 가치에 대한 변함없는 헌신을 보여주는 방법이에요!"	"对于像我这样未在此地出生的人来说，这是展现我对我们这里的人坚定不移的承诺的一种方式！"
"F391589146C966676D01C7A37C3F8ED2"	"And here's a little bonus for you."	"그리고 여기에 작은 보너스를 드립니다."	"这里有一点奖励给你。"
"F9E3540E40A0D2BB3EE06E824488D8DA"	"And here, take these coins, I'm grateful for the help."	"그리고 이 돈을 받으세요. 도움을 주셔서 감사합니다."	"拿着，这是金币，感谢你的帮助。"
"DD3BB56244E53D18AFFDE186A523AEA8"	"And how’s your husband dealing with this little… setback?"	"그리고 당신 남편은 이 작은… 좌절을 어떻게 극복하고 있나요?"	"你丈夫是怎么应对这个小小的……挫折的？"
"39D8A4BD4884D732D4362CB7C8BAFD6B"	"And if you don't play by their rules, they make life hard for you. That's why I keep to myself, stay out of their waters."	"그리고 그들의 규칙을 따르지 않으면, 그들은 당신의 삶을 어렵게 만듭니다. 그래서 저는 나만의 길을 가고, 그들의 물에서 벗어나 있습니다."	"如果你不遵守他们的规则，他们会让你过上艰难的生活。这就是我独来独往，远离他们水域的原因。"
"122CBE3D4FB449806E16EA95B771B042"	"And if you’re feeling under the weather, a bit of garlic in hot broth will set you right quicker than you can say 'witchcraft'."	"그리고 몸이 불편하면, 뜨거운 국물에 마늘을 조금 넣으면 금세 나을 겁니다."	"如果你感觉身体不适，在热汤里加点大蒜，你会恢复快得以为这是魔法。"
"CC92B9434465961FB64FB283F0E7DEBB"	"And is that all you remember? You didn’t see the person’s face?"	"그게 전부인가요? 그 사람의 얼굴은 보지 못했나요?"	"你就记得这么多？你没看到那个人的脸吗？"
"E31D505E46C5A15D6FC1B7BCB2752A5B"	"And it was Ashbourne who chose who’d be inspected. He was trying to take Atwood supporters out of the equation."	"그리고 누가 검사를 받을지 선택한 사람은 애쉬본이었습니다. 그는 앳우드 지지자들을 방정식에서 제거하려고 했습니다."	"而选择谁接受检查的人正是阿什伯恩。他试图让阿特伍德的支持者退出竞选。"
"82D2AF474B58C62C014D6C9FED7D3086"	"And lie to her for the rest of our lives? What if someone discovers the truth?"	"그리고 평생 그녀에게 거짓말을 하시겠어요? 누군가 진실을 발견하면 어떡하지요?"	"然后对她撒谎一辈子？如果有人发现了真相怎么办？"
"7FE1FADF48AAA85F213695A7896B0C54"	"And maybe it’ll show the anglers of the Lowlands that we don’t need that damn Fishing Guild…"	"그리고 아마 저주받은 어부 길드가 필요 없다는 걸 저지대의 낚시꾼들에게 보여줄 수도 있을 거예요…"	"而且也许它会向低地的垂钓者们证明，我们不需要那个该死的钓鱼公会..."
"BB9500A04A6FA49A72D9C1A299924007"	"And mud? It's not just for slinging. Packed tight, it can shore up a wall or fill gaps in a thatch roof, keeping you dry and cozy."	"그리고 진흙은 던지는 것만이 아닙니다. 단단히 뭉치면 벽을 보강하거나 초가 지붕의 틈을 메워주어 건조하고 아늑하게 지낼 수 있습니다."	"泥土？除了玩泥巴之外。把它压紧就可以支撑起一面墙，或者填补茅草屋顶的缝隙，让你保持干燥和舒适。"
"BE70ABB94463470237D504A764B76632"	"And now that the Elder has accepted you into the village, at least tentatively, we can move without drawing too much suspicion. We just need to be careful."	"그리고 이제 장로님이 당신을 마을에 받아들였으니, 적어도 잠정적으로는 의심을 덜 받고 움직일 수 있습니다. 그저 조심해야 합니다."	"现在长老至少暂时接纳了你进村，我们可以行动而不至于引起太多怀疑。我们只需要小心点。"
"B436ED5944944BCA22A8F1969B2366FC"	"And on top of that, Ashbourne’s vote is somehow worth three times more than anyone else’s? It all smells rotten."	"게다가 애쉬본의 표가 어떻게 다른 사람의 표보다 세 배나 가치가 있게 되었지? 모든 게 썩은 냄새가 나."	"而且更令人难以置信的是，阿什伯恩的选票竟然不知怎的比其他人的票值高出三倍？这一切都很可疑。"
"4BD8A2A140FE82ECA27EBDBEF24DB880"	"And one more thing, bring two pieces of fried meat. My wife loves it and I forgot about it and now I want to give her a little surprise."	"그리고 한 가지 더, 튀긴 고기를 두 개 가져와 주세요. 아내가 좋아하는데 깜빡 잊어버렸거든요. 이제 작은 선물을 주고 싶어요."	"还有一件事，带两块炸肉。我忘记我妻子喜欢吃炸肉了，现在我想给她一个惊喜。"
"754783774B364700641EA6AF72392570"	"And one more thing: the bandits like to hoard many materials they don’t use, so search their camp thoroughly."	"그리고 한 가지 더. 산적들은 사용하지 않는 물자를 많이 쌓아 두는 걸 좋아하니, 진지를 철저히 수색하세요."	"还有一件事：强盗们喜欢囤积许多他们不用的材料，所以要彻底搜查他们的营地。"
"4EA7D4A64381B2D7544982B3F032BB97"	"And please take this as a token of our gratitude."	"그리고 이걸 우리의 감사의 표시로 받아주세요."	"请收下这个作为我们感激的象征。"
"B1B57ED34031B0978FB5BE8D071F0DE5"	"And some bonus from the villagers."	"그리고 마을 사람들로부터 보너스도 받을 수 있습니다."	"还有村民的一些报酬。"
"A471F3EE4D2AEA6B1B5E1ABE5DCB7437"	"And something extra for a job well done."	"그리고 일을 잘 마친 것에 대한 추가 보너스입니다."	"还有一点额外报酬，干得好。"
"FED9FB4142E9C7CAF6B9AEB28549BE81"	"And something extra from the villagers."	"그리고 마을 사람들로부터 뭔가 추가로 받았습니다."	"还有村民们额外给你的报酬。"
"C4F9339945A1CC74D351AC915EB73F32"	"And take one of these as a token of my gratitude."	"그리고 이걸 내 감사의 표시로 받아주세요."	"拿走其中一个作为我对你的感激之情的象征。"
"492906374740A9E375FB3D901A3C952A"	"And take one of these."	"그리고 이것 하나 가져가세요."	"拿一个这个。"
"D8624EA14FEEA612BFBD95954DB62DE3"	"And that’s my situation. Do you want to hear about my proposition now?"	"그리고 제 상황이 이렇습니다. 지금 제 제안에 대해 듣고 싶으신가요?"	"这就是我的处境。你现在想听听我的提议吗？"
"93170FE34E7ADEB6614241A85CFAEF49"	"And the Red Thorns?"	"그리고 레드 손가락은요?"	"还有赤荆棘者呢？"
"0A9959D04E3254B0F8EB57BE155DA745"	"And the blade?"	"그리고 칼은요?"	"那刀呢？"
"3A232DDE455A9E253847FEB541CAC8F2"	"And the thing is, the Brigands were being very polite. Cordial, even. Behavior I’ve never received from Brigands. They slapped a big bag of gold on the table, and I gave them the cloak."	"그리고 문제는, 산적들이 정말 공손했어. 심지어 정중하기까지 했어. 산적들이 보여준 적 없는 행동이었어. 그들이 테이블에 금화 주머니를 내놓았고, 나는 그들에게 망토를 주었지."	"最重要的是，强盗们非常有礼貌。甚至可以说亲切。我从未从强盗那里得到过这样的待遇。他们在桌子上放了一大袋金子，我便把斗篷给了他们。"
"9C4F0A8B40C881E118D834A8DB1E50BB"	"And then I can capture him. The people can decide his fate."	"그러면 그를 잡을 수 있습니다. 사람들이 그의 운명을 결정할 수 있도록요."	"然后我可以抓住他。由人民来决定他的命运。"
"67EAC34441EA0D8F1B20C98213DC3CE5"	"And then I’ll kill him, like he deserves."	"그리고 그를 죽일 겁니다. 그가 마땅히 받아야 할 대가이니까요."	"然后我会杀了他，就像他应得的那样。"
"01C557DD4DC0603CFE34F29698C315D5"	"And then Loxley showed up with a group of Brigands. He tried to diffuse the situation, but someone threw a rock at him, and it all just erupted."	"그리고 록슬리가 산적들과 함께 나타났습니다. 그는 상황을 진정시키려고 했지만, 누군가가 그에게 돌을 던지자 모든 것이 폭발했습니다."	"然后洛克西带着一群强盗出现了。他试图缓和局势，但有人向他扔了一块石头，接着局势就炸了。"
"9F48328446F05B70064D85A3F7522C83"	"And then there’s the question as to why somebody from the crew would do that. Blackmail? Threats? I can only speculate right now, but the possibility is worrying."	"그리고 선원 중 누군가가 그런 짓을 한 이유가 무엇인지도 의문입니다. 협박? 위협? 지금은 추측만 할 수 있지만, 그 가능성이 걱정스럽습니다."	"然后还有一个问题，为什么成员中有人会这样做。敲诈？威胁？我现在只能猜测，但这种可能性令人担忧。"
"DEB12B6F4EAC22E5E1594684824A65BE"	"And then, you need to check on Marek Tholy in Padstow. He promised to deliver some caravan parts but there’s been some delays and I haven’t heard from him."	"그리고 패드스토우에 있는 마렉 톨리를 확인해야 해요. 캐러밴 부품을 납품하겠다고 했는데 좀 지연이 됐고 소식이 없어요."	"然后，你需要去帕德斯托找马雷克·托利。他答应送一些商车零件，但已经耽搁了，我还没有收到他的消息。"
"79FAEEAA4D9481D884526CA3B283F1B6"	"And those Brigands, gods only know what stupid ideas are festering in their empty skulls."	"그리고 그 브리간드들은, 신만이 아는 어떤 어리석은 생각이 그들의 빈 두개골 속에 득실거리고 있는지."	"那些强盗，只有神知道他们空虚的头骨里有什么愚蠢的想法。"
"5E5AFA8644487166D5CB748D3E8007AD"	"And what exactly are you trying to imply!?"	"그리고 당신은 정확히 무엇을 암시하려는 거죠!?"	"你到底想暗示什么？"
"ADB07502478E5748807883BAE09CF763"	"And what happened when you refused?"	"그리고 당신이 거절했을 때 무슨 일이 있었나요?"	"当你拒绝时发生了什么？"
"00F7C37044DE883C3D5282B1AB1E2146"	"And what if you get exiled? Tell the elder that he was killed by some beast or bandit. We are here alone, no one will know."	"그리고 추방당하면 어떻게 할 거에요? 장로님께 짐승이나 산적에게 죽었다고 말하세요. 우리는 여기서 혼자예요. 아무도 모를 거예요."	"那如果你被流放了怎么办？告诉长老他被野兽或强盗杀死了。这里没别人，不会有人知道的。"
"FBBFF51445154A167288AA93BBC8BB28"	"And what if you get exiled? Tell the elder that he was killed by some beast or bandit. We are here alone, no one will know."	"그리고 추방당하면 어떻게 할 거에요? 장로님께 짐승이나 산적에게 죽었다고 말하세요. 우리는 여기서 혼자예요. 아무도 모를 거예요."	"那如果你被流放了怎么办？告诉长老他被野兽或强盗杀死了。这里没别人，不会有人知道的。"
"900F88084F938FB56FB428A948843B91"	"And what should I do after I recruit some people?"	"사람들을 모은 후에는 어떻게 해야 하나요?"	"招募了一些人之后，我该做什么？"
"2547C7C444D6534D1EE576805B98EB96"	"And what would you like me to do, mate? Wander out there, sword in hand, and start swinging like a lunatic?"	"그럼 제가 뭘 하라고 하시는 겁니까? 칼을 들고 거기 돌아다니며 미친놈처럼 휘두르라고요?"	"你想让我做什么，伙计？拿着剑出去，像个疯子一样挥舞吗？"
"FCB5DEC04906D7FB08CCC2B042C55279"	"And who is Gilroy Loxley?"	"길로이 록슬리는 누구죠?"	"还有吉尔罗伊·洛克西是谁？"
"0AB679EA4467857B1F9F799929F26E19"	"And who might you be?"	"당신은 누구신가요?"	"您是何人？"
"14F23BC34C4ED9A5A25CBDB4B1AD065D"	"And yet, our Elder isn’t doing enough to make things better. He doesn’t want to step on any toes, and I’m the only one here who questions his lack of action."	"그런데 우리 장로는 상황을 개선하기 위해 아무것도 하지 않습니다. 그는 누구의 발가락도 밟고 싶어하지 않고, 그의 무위무책을 의문시하는 사람은 여기서 저뿐입니다."	"然而，我们无畏的长老并没有采取足够的措施来改善这种情况。他不想得罪任何人，而我却是唯一一个质疑他无所作为的人。"
"2C23C5104FAB7C1CED5467A84F1E8BC5"	"And yet, our Elder isn’t doing enough to make things better. He doesn’t want to step on any toes, and I’m the only one here who questions his lack of action."	"그런데 우리 장로는 상황을 개선하기 위해 아무것도 하지 않습니다. 그는 누구의 발가락도 밟고 싶어하지 않고, 그의 무위무책을 의문시하는 사람은 여기서 저뿐입니다."	"然而，我们无畏的长老并没有采取足够的措施来改善这种情况。他不想得罪任何人，而我却是唯一一个质疑他无所作为的人。"
"C65380C44FC7A7621DE53CAA8E683D1A"	"And you are…?"	"당신은…?"	"你是…？"
"182003F744EC2FA7F883BAA043BBE018"	"And you can take some of these from my collection."	"그리고 제 컬렉션에서 몇 개 가져가실 수 있습니다."	"你还可以从我的收藏中拿一些。"
"B01011614D45AE671EA2648DB94B421F"	"And your place to protect yourself and plan your next moves, if that kind of thing matters to you. Hire some people, and build more useful structures."	"그리고 자신을 보호하고 다음 움직임을 계획할 장소입니다. 그런 것이 중요하다면요. 사람을 고용하고 더 유용한 구조물을 건설하세요."	"而且，你的地方可以保护自己并计划你的下一步行动，如果你关心这种事情的话。雇用一些人，并建造更多有用的建筑。"
"5F73FF6F476A416DEE317084A6EDA88A"	"And you’re sure he’s actually “missing”…?"	"그리고 당신은 그가 실제로 “실종”되었다고 확신하신 건가요…?"	"你确定他真的是'失踪'了吗？"
